severity,event_id,market,symbol,event_time,event_type_l2,title,event_text,quality_flags
high,seed_us_abt__c881f5c14b,US,ABT,2024-01-07,公司指引上调/下调,US Index Constituents Guidance Update,Roundup | releases consensus: poll prev: last,模板/占位字段 | 泛化汇总标题/非实体事件 | 缺少可定向量化值
high,seed_us_abt__edbcd20494,US,ABT,2024-07-01,公司指引上调/下调,US Earnings Guidance Roundup 2024-07-01,Market outlook | filings consensus: sell-side prev: prior,模板/占位字段 | 缺少可定向量化值
high,seed_us_adbe__11be750fa1,US,ADBE,2025-01-20,并购/分拆/再融资,US M&A Deal Announcements Roundup 2025-01-20,M&A roundup | 8-K/425 consensus: Bloomberg prev: recent,模板/占位字段
high,seed_us_adbe__2f90295029,US,ADBE,2025-07-01,并购/分拆/再融资,US Capital Raise / Follow-on Offerings Summary,Spin-off / take-private | SEC filings consensus: analyst prev: prior,模板/占位字段
high,seed_us_adbe__5bd2d02a27,US,ADBE,2024-10-12,并购/分拆/再融资,US M&A Deal Announcements Roundup 2024-10-12,Sector M&A review | press/filings consensus: street prev: prior q,模板/占位字段 | 并购缺交易实体/动作
high,seed_us_adbe__700d0defee,US,ADBE,2024-07-01,并购/分拆/再融资,US Sector M&A Activity Review,Capital raise | filings consensus: sell-side prev: last 30d,模板/占位字段 | 并购缺交易实体/动作
high,seed_us_adbe__9ec2cb9840,US,ADBE,2024-01-21,并购/分拆/再融资,US SPAC Business Combination Filings Roundup,Spin-off / take-private | SEC filings consensus: analyst prev: prior,模板/占位字段
high,seed_us_adbe__c61b01e9de,US,ADBE,2024-04-01,并购/分拆/再融资,US M&A Deal Announcements Roundup 2024-04-01,SPAC combos | S-4/DEF14A consensus: market prev: recent,模板/占位字段 | 并购缺交易实体/动作
high,seed_us_adbe__fd6c0f761a,US,ADBE,2025-04-01,并购/分拆/再融资,US Capital Raise / Follow-on Offerings Summary,M&A roundup | 8-K/425 consensus: Bloomberg prev: recent,模板/占位字段
high,seed_us_amzn_event_5ff08895c7,US,AMZN,2024-11-07,并购/分拆/再融资,Tender Offer/Acquisition Reports,SC 13G/A | Tender Offer/Acquisition Reports,只有标题/正文过短 | 泛化汇总标题/非实体事件
high,seed_us_axp__1c054373bb,US,AXP,2024-04-01,公司指引上调/下调,US Index Constituents Guidance Update,Market outlook | filings consensus: sell-side prev: prior,模板/占位字段 | 泛化汇总标题/非实体事件 | 缺少可定向量化值
high,seed_us_axp__36c8f4e89e,US,AXP,2025-07-01,公司指引上调/下调,US Index Constituents Guidance Update,Roundup | releases consensus: poll prev: last,模板/占位字段 | 泛化汇总标题/非实体事件 | 缺少可定向量化值
high,seed_us_blk__309369ba59,US,BLK,2024-07-01,公司指引上调/下调,US Earnings Guidance Roundup 2024-07-01,Roundup | releases consensus: poll prev: last,模板/占位字段 | 缺少可定向量化值
high,seed_us_blk__77f9c3cd84,US,BLK,2026-01-15,公司指引上调/下调,US Broad Market Outlook 2026-01-15,Roundup | releases consensus: poll prev: last,模板/占位字段 | 缺少可定向量化值
high,seed_us_blk__82cb88b0fa,US,BLK,2024-04-01,公司指引上调/下调,US Earnings Guidance Roundup 2024-04-01,Update | press consensus: street prev: last,模板/占位字段 | 缺少可定向量化值
high,seed_us_blk__9812dae987,US,BLK,2025-04-01,公司指引上调/下调,US Broad Market Outlook 2025-04-01,Market outlook | filings consensus: sell-side prev: prior,模板/占位字段 | 缺少可定向量化值
high,seed_us_blk__d31f5fb99a,US,BLK,2025-10-09,公司指引上调/下调,US Earnings Guidance Roundup 2025-10-09,Roundup | releases consensus: poll prev: last,模板/占位字段 | 缺少可定向量化值
high,seed_us_blk__ddc3006ab0,US,BLK,2025-07-01,公司指引上调/下调,US Earnings Guidance Roundup 2025-07-01,Market outlook | filings consensus: sell-side prev: prior,模板/占位字段 | 缺少可定向量化值
high,seed_us_blk__e2c5b38397,US,BLK,2026-04-01,公司指引上调/下调,US Broad Market Outlook 2026-04-01,Roundup | releases consensus: poll prev: last,模板/占位字段 | 缺少可定向量化值
high,seed_us_blk__e520762aa8,US,BLK,2025-01-21,公司指引上调/下调,US Index Constituents Guidance Update,Roundup | releases consensus: poll prev: last,模板/占位字段 | 泛化汇总标题/非实体事件 | 缺少可定向量化值
high,seed_us_blk__ee3fc1c884,US,BLK,2024-11-02,公司指引上调/下调,US Index Constituents Guidance Update,Roundup | releases consensus: poll prev: last,模板/占位字段 | 泛化汇总标题/非实体事件 | 缺少可定向量化值
high,seed_us_blk__f36f3d2871,US,BLK,2024-01-17,公司指引上调/下调,US Broad Market Outlook 2024-01-17,Market outlook | filings consensus: sell-side prev: prior,模板/占位字段 | 缺少可定向量化值
high,seed_us_bmy__1a9643e8c3,US,BMY,2026-01-03,公司指引上调/下调,US Index Constituents Guidance Update,Roundup | releases consensus: poll prev: last,模板/占位字段 | 泛化汇总标题/非实体事件 | 缺少可定向量化值
high,seed_us_bmy__5ffd0ffd8a,US,BMY,2024-04-01,公司指引上调/下调,US Earnings Guidance Roundup 2024-04-01,Roundup | releases consensus: poll prev: last,模板/占位字段 | 缺少可定向量化值
high,seed_us_bmy__765e5b111a,US,BMY,2024-11-20,公司指引上调/下调,US Earnings Guidance Roundup 2024-11-20,Roundup | releases consensus: poll prev: last,模板/占位字段 | 缺少可定向量化值
high,seed_us_bmy__8ab38ffcee,US,BMY,2025-04-01,公司指引上调/下调,US Index Constituents Guidance Update,Update | press consensus: street prev: last,模板/占位字段 | 泛化汇总标题/非实体事件 | 缺少可定向量化值
high,seed_us_bmy__8fe6fdef72,US,BMY,2024-07-01,公司指引上调/下调,US Index Constituents Guidance Update,Market outlook | filings consensus: sell-side prev: prior,模板/占位字段 | 泛化汇总标题/非实体事件 | 缺少可定向量化值
high,seed_us_bmy__c2f9fc33a8,US,BMY,2025-07-01,公司指引上调/下调,US Index Constituents Guidance Update,Update | press consensus: street prev: last,模板/占位字段 | 泛化汇总标题/非实体事件 | 缺少可定向量化值
high,seed_us_bmy__c9ca31edf2,US,BMY,2026-04-01,公司指引上调/下调,US Earnings Guidance Roundup 2026-04-01,Market outlook | filings consensus: sell-side prev: prior,模板/占位字段 | 缺少可定向量化值
high,seed_us_bmy__f142176559,US,BMY,2025-11-02,公司指引上调/下调,US Index Constituents Guidance Update,Update | press consensus: street prev: last,模板/占位字段 | 泛化汇总标题/非实体事件 | 缺少可定向量化值
high,seed_us_bmy__f359461a38,US,BMY,2025-01-17,公司指引上调/下调,US Earnings Guidance Roundup 2025-01-17,Update | press consensus: street prev: last,模板/占位字段 | 缺少可定向量化值
high,seed_us_bmy__faf14c2443,US,BMY,2024-01-03,公司指引上调/下调,US Earnings Guidance Roundup 2024-01-03,Market outlook | filings consensus: sell-side prev: prior,模板/占位字段 | 缺少可定向量化值
high,seed_us_crm__0b7bbf7431,US,CRM,2024-07-01,并购/分拆/再融资,US Sector M&A Activity Review,Capital raise | filings consensus: sell-side prev: last 30d,模板/占位字段 | 并购缺交易实体/动作
high,seed_us_crm__46d0020505,US,CRM,2025-04-01,并购/分拆/再融资,US Sector M&A Activity Review,M&A roundup | 8-K/425 consensus: Bloomberg prev: recent,模板/占位字段
high,seed_us_crm__5ada2bb439,US,CRM,2024-01-27,并购/分拆/再融资,US M&A Deal Announcements Roundup 2024-01-27,SPAC combos | S-4/DEF14A consensus: market prev: recent,模板/占位字段 | 并购缺交易实体/动作
high,seed_us_crm__758e16a9d5,US,CRM,2024-04-01,并购/分拆/再融资,US Sector M&A Activity Review,Capital raise | filings consensus: sell-side prev: last 30d,模板/占位字段 | 并购缺交易实体/动作
high,seed_us_crm__868e137c4b,US,CRM,2025-07-01,并购/分拆/再融资,US SPAC Business Combination Filings Roundup,Capital raise | filings consensus: sell-side prev: last 30d,模板/占位字段 | 并购缺交易实体/动作
high,seed_us_crm__d0b6b2a3ff,US,CRM,2025-01-09,并购/分拆/再融资,US M&A Deal Announcements Roundup 2025-01-09,Capital raise | filings consensus: sell-side prev: last 30d,模板/占位字段 | 并购缺交易实体/动作
high,seed_us_crm__ec22646715,US,CRM,2024-10-01,并购/分拆/再融资,US M&A Deal Announcements Roundup 2024-10-01,SPAC combos | S-4/DEF14A consensus: market prev: recent,模板/占位字段 | 并购缺交易实体/动作
high,seed_us_fdx__02196a216c,US,FDX,2024-04-01,财报超预期/不及预期,US Broad Market Quarterly Earnings Highlights,Highlights | releases consensus: street prev: prior,模板/占位字段 | 缺少可定向量化值 | 财报缺核心字段
high,seed_us_fdx__2680c6a33b,US,FDX,2025-04-01,财报超预期/不及预期,S&P 500 Financial Results Coverage 2025-04-01,SP500 results | SEC filings consensus: sell-side prev: last Q,模板/占位字段 | 缺少可定向量化值 | 财报缺核心字段
high,seed_us_fdx__4d3c6487fd,US,FDX,2024-10-26,财报超预期/不及预期,US Earnings Season Summary 2024-10-26,SP500 results | SEC filings consensus: sell-side prev: last Q,模板/占位字段 | 缺少可定向量化值 | 财报缺核心字段
high,seed_us_fdx__60ff5290ed,US,FDX,2026-04-01,财报超预期/不及预期,US Earnings Season Summary 2026-04-01,Earnings summary | filings consensus: IBES prev: prior Q,模板/占位字段 | 缺少可定向量化值
high,seed_us_fdx__7aac5320fa,US,FDX,2024-07-01,财报超预期/不及预期,US Broad Market Quarterly Earnings Highlights,Highlights | releases consensus: street prev: prior,模板/占位字段 | 缺少可定向量化值 | 财报缺核心字段
high,seed_us_fdx__89ffe8180e,US,FDX,2025-10-05,财报超预期/不及预期,US Broad Market Quarterly Earnings Highlights,SP500 results | SEC filings consensus: sell-side prev: last Q,模板/占位字段 | 缺少可定向量化值 | 财报缺核心字段
high,seed_us_fdx__b22a6c1211,US,FDX,2026-01-07,财报超预期/不及预期,US Broad Market Quarterly Earnings Highlights,Earnings summary | filings consensus: IBES prev: prior Q,模板/占位字段 | 缺少可定向量化值
high,seed_us_fdx__b56123418f,US,FDX,2024-01-11,财报超预期/不及预期,US Broad Market Quarterly Earnings Highlights,SP500 results | SEC filings consensus: sell-side prev: last Q,模板/占位字段 | 缺少可定向量化值 | 财报缺核心字段
high,seed_us_fdx__c539d081df,US,FDX,2025-01-17,财报超预期/不及预期,S&P 500 Financial Results Coverage 2025-01-17,SP500 results | SEC filings consensus: sell-side prev: last Q,模板/占位字段 | 缺少可定向量化值 | 财报缺核心字段
high,seed_us_fdx__da5590dd4e,US,FDX,2025-07-01,财报超预期/不及预期,S&P 500 Financial Results Coverage 2025-07-01,Earnings summary | filings consensus: IBES prev: prior Q,模板/占位字段 | 缺少可定向量化值
high,seed_us_googl__551896671a,US,GOOGL,2025-01-25,增长/就业数据意外,US Retail Sales,ISM PMI | ISM consensus: ests prev: last,模板/占位字段 | 缺少可定向量化值
high,seed_us_googl__a69c1a757d,US,GOOGL,2026-04-01,增长/就业数据意外,US Unemployment Rate,ISM PMI | ISM consensus: ests prev: last,模板/占位字段 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_us_hack__011cb9b9eb,US,HACK,2026-04-01,通胀数据意外,US PCE Price Index Release,PCE | BEA consensus: market prev: last,模板/占位字段 | 缺少可定向量化值
high,seed_us_hack__f18613b52d,US,HACK,2025-01-10,通胀数据意外,US PCE Price Index Release,CPI | BLS consensus: Bloomberg prev: prior,模板/占位字段 | 缺少可定向量化值
high,seed_us_hon__0a087deef2,US,HON,2025-10-16,财报超预期/不及预期,S&P 500 Financial Results Coverage 2025-10-16,SP500 results | SEC filings consensus: sell-side prev: last Q,模板/占位字段 | 缺少可定向量化值 | 财报缺核心字段
high,seed_us_hon__1625f3ce93,US,HON,2025-07-01,财报超预期/不及预期,S&P 500 Financial Results Coverage 2025-07-01,Earnings summary | filings consensus: IBES prev: prior Q,模板/占位字段 | 缺少可定向量化值
high,seed_us_hon__3506b43664,US,HON,2026-04-01,财报超预期/不及预期,US Earnings Season Summary 2026-04-01,Highlights | releases consensus: street prev: prior,模板/占位字段 | 缺少可定向量化值 | 财报缺核心字段
high,seed_us_hon__5223c72ef8,US,HON,2024-04-01,财报超预期/不及预期,US Broad Market Quarterly Earnings Highlights,Earnings summary | filings consensus: IBES prev: prior Q,模板/占位字段 | 缺少可定向量化值
high,seed_us_hon__5ac8f82616,US,HON,2024-12-28,财报超预期/不及预期,S&P 500 Financial Results Coverage 2024-12-28,Earnings summary | filings consensus: IBES prev: prior Q,模板/占位字段 | 缺少可定向量化值
high,seed_us_hon__5d138cd36b,US,HON,2025-01-13,财报超预期/不及预期,US Broad Market Quarterly Earnings Highlights,Earnings summary | filings consensus: IBES prev: prior Q,模板/占位字段 | 缺少可定向量化值
high,seed_us_hon__9745cf9b09,US,HON,2024-07-01,财报超预期/不及预期,S&P 500 Financial Results Coverage 2024-07-01,SP500 results | SEC filings consensus: sell-side prev: last Q,模板/占位字段 | 缺少可定向量化值 | 财报缺核心字段
high,seed_us_hon__b40698e068,US,HON,2025-04-01,财报超预期/不及预期,US Broad Market Quarterly Earnings Highlights,SP500 results | SEC filings consensus: sell-side prev: last Q,模板/占位字段 | 缺少可定向量化值 | 财报缺核心字段
high,seed_us_hon__c72cb1f953,US,HON,2024-01-31,财报超预期/不及预期,US Earnings Season Summary 2024-01-31,SP500 results | SEC filings consensus: sell-side prev: last Q,模板/占位字段 | 缺少可定向量化值 | 财报缺核心字段
high,seed_us_hon__f3cf376a83,US,HON,2026-01-23,财报超预期/不及预期,US Earnings Season Summary 2026-01-23,SP500 results | SEC filings consensus: sell-side prev: last Q,模板/占位字段 | 缺少可定向量化值 | 财报缺核心字段
high,seed_us_hyg__18f696e151,US,HYG,2024-04-01,通胀数据意外,US Consumer Price Index 2024-04-01,PCE | BEA consensus: market prev: last,模板/占位字段 | 缺少可定向量化值
high,seed_us_hyg__4f609d0d46,US,HYG,2026-01-16,通胀数据意外,US Producer Price Index 2026-01-16,PPI | BLS consensus: survey prev: prior,模板/占位字段 | 缺少可定向量化值
high,seed_us_hyg__5364299c34,US,HYG,2025-01-23,通胀数据意外,US Consumer Price Index 2025-01-23,PPI | BLS consensus: survey prev: prior,模板/占位字段 | 缺少可定向量化值
high,seed_us_hyg__80636e67c8,US,HYG,2025-07-01,通胀数据意外,US PCE Price Index Release,PCE | BEA consensus: market prev: last,模板/占位字段 | 缺少可定向量化值
high,seed_us_hyg__852ee88655,US,HYG,2024-07-01,通胀数据意外,US PCE Price Index Release,PCE | BEA consensus: market prev: last,模板/占位字段 | 缺少可定向量化值
high,seed_us_hyg__9dfecb987a,US,HYG,2024-12-28,通胀数据意外,US PCE Price Index Release,PPI | BLS consensus: survey prev: prior,模板/占位字段 | 缺少可定向量化值
high,seed_us_hyg__a715cbff19,US,HYG,2025-10-25,通胀数据意外,US Consumer Price Index 2025-10-25,CPI | BLS consensus: Bloomberg prev: prior,模板/占位字段 | 缺少可定向量化值
high,seed_us_hyg__c447f6435a,US,HYG,2025-04-01,通胀数据意外,US Consumer Price Index 2025-04-01,PCE | BEA consensus: market prev: last,模板/占位字段 | 缺少可定向量化值
high,seed_us_hyg__dd6153ad43,US,HYG,2024-01-20,通胀数据意外,US Consumer Price Index 2024-01-20,PPI | BLS consensus: survey prev: prior,模板/占位字段 | 缺少可定向量化值
high,seed_us_hyg__f40f891d78,US,HYG,2026-04-01,通胀数据意外,US Producer Price Index 2026-04-01,PCE | BEA consensus: market prev: last,模板/占位字段 | 缺少可定向量化值
high,seed_us_iyt__01e84a6165,US,IYT,2024-01-17,增长/就业数据意外,US Nonfarm Payrolls 2024-01-17,Adv GDP | BEA consensus: market prev: prior Q,模板/占位字段 | 缺少可定向量化值
high,seed_us_iyt__0b381dcaf2,US,IYT,2026-04-01,增长/就业数据意外,US ISM Manufacturing PMI,Adv GDP | BEA consensus: market prev: prior Q,模板/占位字段 | 标题与正文事件身份冲突 | 缺少可定向量化值
high,seed_us_iyt__2a3eb94ee9,US,IYT,2025-01-19,增长/就业数据意外,US Nonfarm Payrolls 2025-01-19,Unemployment | BLS consensus: poll prev: prior,模板/占位字段 | 缺少可定向量化值
high,seed_us_iyt__3c10fbf4ad,US,IYT,2026-01-24,增长/就业数据意外,US Retail Sales,Unemployment | BLS consensus: poll prev: prior,模板/占位字段 | 缺少可定向量化值
high,seed_us_iyt__5db9921ec9,US,IYT,2024-10-20,增长/就业数据意外,US Unemployment Rate,NFP | BLS consensus: Bloomberg prev: prior revised,模板/占位字段 | 缺少可定向量化值
high,seed_us_iyt__b0dc5d91a9,US,IYT,2025-04-01,增长/就业数据意外,US Nonfarm Payrolls 2025-04-01,Adv GDP | BEA consensus: market prev: prior Q,模板/占位字段 | 缺少可定向量化值
high,seed_us_iyt__b1293c747e,US,IYT,2024-04-01,增长/就业数据意外,US Advance GDP,NFP | BLS consensus: Bloomberg prev: prior revised,模板/占位字段 | 缺少可定向量化值
high,seed_us_iyt__d1edc3ab6c,US,IYT,2024-07-01,增长/就业数据意外,US Advance GDP,NFP | BLS consensus: Bloomberg prev: prior revised,模板/占位字段 | 缺少可定向量化值
high,seed_us_iyt__f675c5ce0b,US,IYT,2025-07-01,增长/就业数据意外,US Retail Sales,Adv GDP | BEA consensus: market prev: prior Q,模板/占位字段 | 缺少可定向量化值
high,seed_us_kbe__125141931a,US,KBE,2025-01-07,政策利率调整,US Fed Funds Target Range Announcement,FOMC stmt | consensus: market pricing prev: last,模板/占位字段
high,seed_us_kbe__35976e3071,US,KBE,2024-07-01,政策利率调整,US FOMC Statement & Dot Plot,FOMC stmt | consensus: market pricing prev: last,模板/占位字段
high,seed_us_kbe__3b4ae8a57b,US,KBE,2024-12-08,政策利率调整,US FOMC Interest Rate Decision 2024-12-08,Fed funds | consensus: poll prev: current range,模板/占位字段
high,seed_us_kbe__4d84406c86,US,KBE,2024-04-01,政策利率调整,US FOMC Statement & Dot Plot,Fed funds | consensus: poll prev: current range,模板/占位字段
high,seed_us_kbe__87484f024f,US,KBE,2025-07-01,政策利率调整,US FOMC Interest Rate Decision 2025-07-01,FOMC decision | consensus: Bloomberg prev: prior,模板/占位字段
high,seed_us_kbe__878f238944,US,KBE,2025-10-05,政策利率调整,US FOMC Statement & Dot Plot,FOMC stmt | consensus: market pricing prev: last,模板/占位字段
high,seed_us_kbe__91438c2715,US,KBE,2024-01-07,政策利率调整,US FOMC Statement & Dot Plot,Fed funds | consensus: poll prev: current range,模板/占位字段
high,seed_us_kbe__ad695a7623,US,KBE,2025-04-01,政策利率调整,US FOMC Statement & Dot Plot,FOMC decision | consensus: Bloomberg prev: prior,模板/占位字段
high,seed_us_kbe__b0d7bad5e1,US,KBE,2026-01-05,政策利率调整,US FOMC Interest Rate Decision 2026-01-05,FOMC decision | consensus: Bloomberg prev: prior,模板/占位字段
high,seed_us_kbe__eb54fe69ce,US,KBE,2026-04-01,政策利率调整,US FOMC Interest Rate Decision 2026-04-01,FOMC decision | consensus: Bloomberg prev: prior,模板/占位字段
high,seed_us_ko__018a1b4ac9,US,KO,2025-07-01,并购/分拆/再融资,US SPAC Business Combination Filings Roundup,M&A roundup | 8-K/425 consensus: Bloomberg prev: recent,模板/占位字段
high,seed_us_ko__27981ff053,US,KO,2025-04-01,并购/分拆/再融资,US Capital Raise / Follow-on Offerings Summary,Sector M&A review | press/filings consensus: street prev: prior q,模板/占位字段 | 并购缺交易实体/动作
high,seed_us_ko__5e86cd04cf,US,KO,2025-01-19,并购/分拆/再融资,US Sector M&A Activity Review,Capital raise | filings consensus: sell-side prev: last 30d,模板/占位字段 | 并购缺交易实体/动作
high,seed_us_ko__9983730faa,US,KO,2024-10-29,并购/分拆/再融资,US Capital Raise / Follow-on Offerings Summary,Capital raise | filings consensus: sell-side prev: last 30d,模板/占位字段 | 并购缺交易实体/动作
high,seed_us_ko__9bdd26c681,US,KO,2024-07-01,并购/分拆/再融资,US M&A Deal Announcements Roundup 2024-07-01,Spin-off / take-private | SEC filings consensus: analyst prev: prior,模板/占位字段
high,seed_us_ko__ca7a94c15e,US,KO,2024-04-01,并购/分拆/再融资,US Capital Raise / Follow-on Offerings Summary,M&A roundup | 8-K/425 consensus: Bloomberg prev: recent,模板/占位字段
high,seed_us_ko__ce2fdda03e,US,KO,2024-01-12,并购/分拆/再融资,US Capital Raise / Follow-on Offerings Summary,SPAC combos | S-4/DEF14A consensus: market prev: recent,模板/占位字段 | 并购缺交易实体/动作
high,seed_us_kre__8ffc58e5c0,US,KRE,2026-04-01,政策利率调整,US Fed Funds Target Range Announcement,Fed funds | consensus: poll prev: current range,模板/占位字段
high,seed_us_kre__9f50dc358b,US,KRE,2024-04-01,政策利率调整,US Fed Funds Target Range Announcement,FOMC stmt | consensus: market pricing prev: last,模板/占位字段
high,seed_us_kre__bd14159b6a,US,KRE,2025-01-20,政策利率调整,US Fed Funds Target Range Announcement,FOMC decision | consensus: Bloomberg prev: prior,模板/占位字段
high,seed_us_kre__d5e23c7b3d,US,KRE,2025-04-01,政策利率调整,US Fed Funds Target Range Announcement,FOMC decision | consensus: Bloomberg prev: prior,模板/占位字段
high,seed_us_kre__e68ccf0825,US,KRE,2024-12-10,政策利率调整,US FOMC Statement & Dot Plot,Fed funds | consensus: poll prev: current range,模板/占位字段
high,seed_us_kre__ead77ac39a,US,KRE,2025-07-01,政策利率调整,US FOMC Statement & Dot Plot,Fed funds | consensus: poll prev: current range,模板/占位字段
high,seed_us_kre__edd23707b2,US,KRE,2024-07-01,政策利率调整,US FOMC Statement & Dot Plot,FOMC decision | consensus: Bloomberg prev: prior,模板/占位字段
high,seed_us_kre__f544d1958c,US,KRE,2026-01-21,政策利率调整,US FOMC Statement & Dot Plot,Fed funds | consensus: poll prev: current range,模板/占位字段
high,seed_us_kre__f99cd9f494,US,KRE,2024-01-29,政策利率调整,US FOMC Statement & Dot Plot,Fed funds | consensus: poll prev: current range,模板/占位字段
high,seed_us_low__369e8aba14,US,LOW,2026-04-01,财报超预期/不及预期,US Earnings Season Summary 2026-04-01,SP500 results | SEC filings consensus: sell-side prev: last Q,模板/占位字段 | 缺少可定向量化值 | 财报缺核心字段
high,seed_us_low__48781004f6,US,LOW,2024-07-01,财报超预期/不及预期,US Broad Market Quarterly Earnings Highlights,SP500 results | SEC filings consensus: sell-side prev: last Q,模板/占位字段 | 缺少可定向量化值 | 财报缺核心字段
high,seed_us_low__53f9da91a7,US,LOW,2026-01-17,财报超预期/不及预期,S&P 500 Financial Results Coverage 2026-01-17,Highlights | releases consensus: street prev: prior,模板/占位字段 | 缺少可定向量化值 | 财报缺核心字段
high,seed_us_low__6d8445e0ce,US,LOW,2025-07-01,财报超预期/不及预期,US Broad Market Quarterly Earnings Highlights,Earnings summary | filings consensus: IBES prev: prior Q,模板/占位字段 | 缺少可定向量化值
high,seed_us_low__c9ade97bfb,US,LOW,2024-04-01,财报超预期/不及预期,US Broad Market Quarterly Earnings Highlights,Earnings summary | filings consensus: IBES prev: prior Q,模板/占位字段 | 缺少可定向量化值
high,seed_us_low__e08d288df7,US,LOW,2025-01-21,财报超预期/不及预期,S&P 500 Financial Results Coverage 2025-01-21,SP500 results | SEC filings consensus: sell-side prev: last Q,模板/占位字段 | 缺少可定向量化值 | 财报缺核心字段
high,seed_us_lqd__0100e7b37d,US,LQD,2025-07-01,通胀数据意外,US PCE Price Index Release,PPI | BLS consensus: survey prev: prior,模板/占位字段 | 缺少可定向量化值
high,seed_us_lqd__368479ffae,US,LQD,2026-04-01,通胀数据意外,US Consumer Price Index 2026-04-01,PPI | BLS consensus: survey prev: prior,模板/占位字段 | 缺少可定向量化值
high,seed_us_lqd__5d0040213a,US,LQD,2025-07-01,并购/分拆/再融资,US M&A Deal Announcements Roundup 2025-07-01,M&A roundup | 8-K/425 consensus: Bloomberg prev: recent,模板/占位字段
high,seed_us_lqd__60bd116252,US,LQD,2024-04-01,通胀数据意外,US Producer Price Index 2024-04-01,CPI | BLS consensus: Bloomberg prev: prior,模板/占位字段 | 缺少可定向量化值
high,seed_us_lqd__6707734018,US,LQD,2024-07-01,并购/分拆/再融资,US Take-private / Spin-off Filings Summary,Spin-off / take-private | SEC filings consensus: analyst prev: prior,模板/占位字段 | 泛化汇总标题/非实体事件
high,seed_us_lqd__67fa9ebdfa,US,LQD,2025-04-01,并购/分拆/再融资,US SPAC Business Combination Filings Roundup,SPAC combos | S-4/DEF14A consensus: market prev: recent,模板/占位字段 | 并购缺交易实体/动作
high,seed_us_lqd__6cca2742a9,US,LQD,2025-01-26,通胀数据意外,US Consumer Price Index 2025-01-26,PPI | BLS consensus: survey prev: prior,模板/占位字段 | 缺少可定向量化值
high,seed_us_lqd__87c49f0192,US,LQD,2024-10-23,通胀数据意外,US Consumer Price Index 2024-10-23,CPI | BLS consensus: Bloomberg prev: prior,模板/占位字段 | 缺少可定向量化值
high,seed_us_lqd__8e86e41e37,US,LQD,2026-01-03,通胀数据意外,US Consumer Price Index 2026-01-03,PCE | BEA consensus: market prev: last,模板/占位字段 | 缺少可定向量化值
high,seed_us_lqd__8ed384c695,US,LQD,2024-01-29,通胀数据意外,US Consumer Price Index 2024-01-29,PPI | BLS consensus: survey prev: prior,模板/占位字段 | 缺少可定向量化值
high,seed_us_lqd__907c2c8291,US,LQD,2024-01-19,并购/分拆/再融资,US Capital Raise / Follow-on Offerings Summary,Capital raise | filings consensus: sell-side prev: last 30d,模板/占位字段 | 并购缺交易实体/动作
high,seed_us_lqd__aabc27a027,US,LQD,2024-04-01,并购/分拆/再融资,US Take-private / Spin-off Filings Summary,Sector M&A review | press/filings consensus: street prev: prior q,模板/占位字段 | 泛化汇总标题/非实体事件 | 并购缺交易实体/动作
high,seed_us_lqd__c16d787ed2,US,LQD,2025-01-27,并购/分拆/再融资,US SPAC Business Combination Filings Roundup,M&A roundup | 8-K/425 consensus: Bloomberg prev: recent,模板/占位字段
high,seed_us_lqd__d04d4decbd,US,LQD,2025-12-05,通胀数据意外,US PCE Price Index Release,PCE | BEA consensus: market prev: last,模板/占位字段 | 缺少可定向量化值
high,seed_us_lqd__e2c9ef9df9,US,LQD,2024-12-12,并购/分拆/再融资,US Take-private / Spin-off Filings Summary,Spin-off / take-private | SEC filings consensus: analyst prev: prior,模板/占位字段 | 泛化汇总标题/非实体事件
high,seed_us_lqd__f97a5d55de,US,LQD,2024-07-01,通胀数据意外,US Consumer Price Index 2024-07-01,PCE | BEA consensus: market prev: last,模板/占位字段 | 缺少可定向量化值
high,seed_us_lqd__fe6527d482,US,LQD,2025-04-01,通胀数据意外,US Consumer Price Index 2025-04-01,PCE | BEA consensus: market prev: last,模板/占位字段 | 缺少可定向量化值
high,seed_us_mdt__0ebdf8b7df,US,MDT,2024-10-07,公司指引上调/下调,US Earnings Guidance Roundup 2024-10-07,Market outlook | filings consensus: sell-side prev: prior,模板/占位字段 | 缺少可定向量化值
high,seed_us_mdt__0f13b2bff1,US,MDT,2025-01-10,公司指引上调/下调,US Earnings Guidance Roundup 2025-01-10,Market outlook | filings consensus: sell-side prev: prior,模板/占位字段 | 缺少可定向量化值
high,seed_us_mdt__1325b753b6,US,MDT,2026-04-01,公司指引上调/下调,US Earnings Guidance Roundup 2026-04-01,Update | press consensus: street prev: last,模板/占位字段 | 缺少可定向量化值
high,seed_us_mdt__38a8b2e299,US,MDT,2024-04-01,公司指引上调/下调,US Broad Market Outlook 2024-04-01,Update | press consensus: street prev: last,模板/占位字段 | 缺少可定向量化值
high,seed_us_mdt__3eeb979c26,US,MDT,2026-01-02,公司指引上调/下调,US Broad Market Outlook 2026-01-02,Market outlook | filings consensus: sell-side prev: prior,模板/占位字段 | 缺少可定向量化值
high,seed_us_mdt__a566b4fef1,US,MDT,2024-07-01,公司指引上调/下调,US Earnings Guidance Roundup 2024-07-01,Update | press consensus: street prev: last,模板/占位字段 | 缺少可定向量化值
